,Entity,Year,Coal Consumption - EJ,Gas Consumption - EJ,Geo Biomass Other - TWh,Hydro Generation - TWh,Nuclear Generation - TWh,Solar Generation - TWh,Wind Generation -TWh,Oil Consumption - EJ
4418,Switzerland,1978,0.01,0.03,0.10,31.56,8.40,0.00,0.00,0.58
4419,Switzerland,1979,0.01,0.03,0.29,29.68,11.81,0.00,0.00,0.55
4420,Switzerland,1980,0.01,0.03,0.17,33.45,14.35,0.00,0.00,0.55
4421,Switzerland,1981,0.02,0.04,0.44,35.13,15.33,0.00,0.00,0.51
4422,Switzerland,1982,0.02,0.04,0.39,35.97,15.13,0.00,0.00,0.48
4423,Switzerland,1983,0.02,0.04,0.40,35.06,15.71,0.00,0.00,0.53
4424,Switzerland,1984,0.02,0.05,0.37,29.89,18.44,0.00,0.00,0.51
4425,Switzerland,1985,0.02,0.05,0.37,32.05,22.40,0.00,0.00,0.52
4426,Switzerland,1986,0.02,0.05,0.46,32.91,22.42,0.00,0.00,0.57
4427,Switzerland,1987,0.02,0.05,0.51,34.67,22.84,0.00,0.00,0.54
4428,Switzerland,1988,0.01,0.05,0.51,35.80,22.63,0.00,0.00,0.54
4429,Switzerland,1989,0.01,0.06,0.53,29.77,22.68,0.00,0.00,0.52
4430,Switzerland,1990,0.01,0.06,0.44,29.80,23.47,0.00,0.00,0.56
4431,Switzerland,1991,0.01,0.07,0.44,32.08,22.79,0.00,0.00,0.57
4432,Switzerland,1992,0.01,0.07,0.49,32.70,23.29,0.00,0.00,0.57
4433,Switzerland,1993,0.01,0.08,0.49,35.78,23.19,0.00,0.00,0.54
4434,Switzerland,1994,0.01,0.08,0.55,39.07,24.19,0.01,0.00,0.55
4435,Switzerland,1995,0.01,0.08,0.57,35.17,24.72,0.01,0.00,0.51
4436,Switzerland,1996,0.01,0.09,0.61,28.75,24.97,0.01,0.00,0.53
4437,Switzerland,1997,0.00,0.09,0.66,34.05,25.23,0.01,0.00,0.56
4438,Switzerland,1998,0.00,0.09,0.69,33.48,25.65,0.01,0.00,0.57
4439,Switzerland,1999,0.00,0.10,0.75,40.01,24.76,0.01,0.00,0.55
4440,Switzerland,2000,0.01,0.10,0.83,36.84,26.26,0.01,0.00,0.53
4441,Switzerland,2001,0.01,0.11,0.88,41.32,26.62,0.01,0.00,0.57
4442,Switzerland,2002,0.01,0.10,0.91,35.17,27.04,0.02,0.01,0.54
4443,Switzerland,2003,0.01,0.11,0.93,34.77,27.30,0.02,0.01,0.53
4444,Switzerland,2004,0.01,0.11,0.97,33.75,26.77,0.02,0.01,0.52
4445,Switzerland,2005,0.01,0.12,1.02,31.23,23.18,0.02,0.01,0.53
4446,Switzerland,2006,0.01,0.11,1.14,30.96,27.63,0.02,0.02,0.55
4447,Switzerland,2007,0.01,0.11,1.18,35.25,27.73,0.03,0.02,0.49
4448,Switzerland,2008,0.01,0.12,1.23,36.04,27.51,0.04,0.02,0.53
4449,Switzerland,2009,0.01,0.11,1.23,35.73,27.49,0.05,0.02,0.53
4450,Switzerland,2010,0.01,0.13,1.27,36.06,26.53,0.09,0.04,0.50
4451,Switzerland,2011,0.01,0.11,1.39,32.39,26.91,0.17,0.07,0.48
4452,Switzerland,2012,0.01,0.12,1.53,38.60,25.63,0.30,0.09,0.49
4453,Switzerland,2013,0.01,0.13,1.61,38.46,26.18,0.50,0.09,0.51
4454,Switzerland,2014,0.01,0.11,1.67,38.04,27.76,0.84,0.10,0.46
4455,Switzerland,2015,0.01,0.12,1.60,38.26,23.26,1.12,0.11,0.47
4456,Switzerland,2016,0.00,0.13,1.73,34.63,21.30,1.33,0.11,0.44
4457,Switzerland,2017,0.00,0.13,1.84,34.10,20.53,1.68,0.13,0.45
4458,Switzerland,2018,0.00,0.12,1.81,34.61,24.41,1.94,0.12,0.43
4459,Switzerland,2019,0.00,0.12,1.76,34.70,23.03,2.26,0.12,0.44
4460,Taiwan,1965,0.12,0.01,0.00,2.59,0.00,0.00,0.00,0.09
4461,Taiwan,1966,0.12,0.01,0.00,2.66,0.00,0.00,0.00,0.11
4462,Taiwan,1967,0.13,0.01,0.00,2.63,0.00,0.00,0.00,0.13
4463,Taiwan,1968,0.13,0.02,0.00,3.86,0.00,0.00,0.00,0.15
4464,Taiwan,1969,0.12,0.02,0.00,3.05,0.00,0.00,0.00,0.19
4465,Taiwan,1970,0.11,0.02,0.00,2.87,0.00,0.00,0.00,0.22
4466,Taiwan,1971,0.10,0.04,0.00,3.09,0.00,0.00,0.00,0.31
4467,Taiwan,1972,0.10,0.05,0.00,3.64,0.00,0.00,0.00,0.34
4468,Taiwan,1973,0.09,0.05,0.00,3.40,0.00,0.00,0.00,0.43
4469,Taiwan,1974,0.09,0.06,0.00,4.71,0.00,0.00,0.00,0.39
4470,Taiwan,1975,0.08,0.06,0.00,5.26,0.00,0.00,0.00,0.45
4471,Taiwan,1976,0.08,0.07,0.00,4.28,0.00,0.00,0.00,0.58
4472,Taiwan,1977,0.10,0.08,0.00,4.02,0.10,0.00,0.00,0.64
4473,Taiwan,1978,0.11,0.07,0.00,4.97,2.67,0.00,0.00,0.75
4474,Taiwan,1979,0.14,0.07,0.00,4.57,6.33,0.00,0.00,0.75
4475,Taiwan,1980,0.16,0.07,0.00,2.93,8.20,0.00,0.00,0.78
4476,Taiwan,1981,0.15,0.06,0.00,4.79,10.67,0.00,0.00,0.69
4477,Taiwan,1982,0.17,0.05,0.01,4.78,13.08,0.00,0.00,0.66
4478,Taiwan,1983,0.23,0.05,0.00,4.99,18.90,0.00,0.00,0.68
4479,Taiwan,1984,0.27,0.05,0.00,4.39,24.59,0.00,0.00,0.66
4480,Taiwan,1985,0.28,0.04,0.00,6.00,28.73,0.00,0.00,0.81
4481,Taiwan,1986,0.34,0.04,0.00,6.13,26.94,0.00,0.00,0.89
4482,Taiwan,1987,0.37,0.04,0.00,5.51,33.13,0.00,0.00,0.93
4483,Taiwan,1988,0.43,0.05,0.00,4.67,30.65,0.00,0.00,1.06
4484,Taiwan,1989,0.45,0.05,0.32,4.86,28.28,0.00,0.00,1.18
4485,Taiwan,1990,0.44,0.08,0.35,6.38,32.87,0.00,0.00,1.22
4486,Taiwan,1991,0.49,0.11,0.39,3.85,35.29,0.00,0.00,1.27
4487,Taiwan,1992,0.56,0.11,0.42,6.56,33.84,0.00,0.00,1.30
4488,Taiwan,1993,0.62,0.12,0.36,4.11,34.35,0.00,0.00,1.39
4489,Taiwan,1994,0.65,0.14,0.39,5.06,34.87,0.00,0.00,1.47
4490,Taiwan,1995,0.67,0.16,0.52,4.84,35.32,0.00,0.00,1.59
4491,Taiwan,1996,0.76,0.16,0.60,4.74,37.79,0.00,0.00,1.60
4492,Taiwan,1997,0.87,0.19,0.52,5.25,36.27,0.00,0.00,1.66
4493,Taiwan,1998,0.94,0.22,0.62,6.20,36.82,0.00,0.00,1.71
4494,Taiwan,1999,1.15,0.23,0.75,5.05,38.42,0.00,0.00,1.84
4495,Taiwan,2000,1.15,0.24,1.06,4.56,38.50,0.00,0.00,1.90
4496,Taiwan,2001,1.21,0.26,1.36,5.09,35.49,0.00,0.01,1.97
4497,Taiwan,2002,1.31,0.29,1.73,2.78,39.55,0.00,0.02,1.97
4498,Taiwan,2003,1.42,0.30,1.79,3.03,38.89,0.00,0.02,2.05
4499,Taiwan,2004,1.46,0.37,1.85,3.21,39.49,0.00,0.03,2.15
4500,Taiwan,2005,1.51,0.37,1.85,3.99,39.97,0.00,0.09,2.13
4501,Taiwan,2006,1.58,0.40,1.85,4.09,39.87,0.00,0.28,2.13
4502,Taiwan,2007,1.64,0.42,1.88,4.42,40.54,0.00,0.44,2.22
4503,Taiwan,2008,1.57,0.46,1.82,4.31,40.83,0.00,0.59,2.00
4504,Taiwan,2009,1.51,0.45,1.75,3.75,41.57,0.01,0.79,2.01
4505,Taiwan,2010,1.60,0.56,1.83,4.19,41.63,0.03,1.03,2.05
4506,Taiwan,2011,1.67,0.61,1.83,4.00,42.12,0.07,1.49,1.87
4507,Taiwan,2012,1.65,0.64,1.83,5.67,40.42,0.17,1.41,1.86
4508,Taiwan,2013,1.69,0.65,1.84,5.42,41.64,0.34,1.64,1.91
4509,Taiwan,2014,1.71,0.68,1.91,4.32,42.39,0.55,1.50,1.97
4510,Taiwan,2015,1.64,0.73,1.94,4.47,36.47,0.88,1.53,1.99
4511,Taiwan,2016,1.67,0.75,1.90,6.56,31.66,1.13,1.46,2.04
4512,Taiwan,2017,1.70,0.84,1.86,5.45,22.45,1.69,1.72,2.03
4513,Taiwan,2018,1.70,0.85,1.96,4.47,27.68,2.74,1.69,2.04
4514,Taiwan,2019,1.63,0.84,1.98,5.54,32.32,4.14,1.87,1.93
4515,Thailand,1965,0.00,0.00,0.00,0.84,0.00,0.00,0.00,0.10
4516,Thailand,1966,0.00,0.00,0.00,1.06,0.00,0.00,0.00,0.12
4517,Thailand,1967,0.00,0.00,0.00,1.37,0.00,0.00,0.00,0.13
4518,Thailand,1968,0.01,0.00,0.00,1.41,0.00,0.00,0.00,0.17
4519,Thailand,1969,0.01,0.00,0.00,1.05,0.00,0.00,0.00,0.19
4520,Thailand,1970,0.01,0.00,0.00,1.79,0.00,0.00,0.00,0.22
4521,Thailand,1971,0.00,0.00,0.00,2.05,0.00,0.00,0.00,0.24
4522,Thailand,1972,0.00,0.00,0.00,1.73,0.00,0.00,0.00,0.30
4523,Thailand,1973,0.00,0.00,0.00,1.88,0.00,0.00,0.00,0.32
4524,Thailand,1974,0.01,0.00,0.00,2.46,0.00,0.00,0.00,0.33
4525,Thailand,1975,0.01,0.00,0.00,3.40,0.00,0.00,0.00,0.35
4526,Thailand,1976,0.01,0.00,0.00,3.64,0.00,0.00,0.00,0.37
4527,Thailand,1977,0.01,0.00,0.00,3.27,0.00,0.00,0.00,0.42
4528,Thailand,1978,0.01,0.00,0.00,2.11,0.00,0.00,0.00,0.47
4529,Thailand,1979,0.02,0.00,0.00,3.26,0.00,0.00,0.00,0.48
4530,Thailand,1980,0.02,0.00,0.00,1.27,0.00,0.00,0.00,0.50
4531,Thailand,1981,0.02,0.01,0.00,2.97,0.00,0.00,0.00,0.47
4532,Thailand,1982,0.03,0.05,0.00,3.84,0.00,0.00,0.00,0.43
4533,Thailand,1983,0.03,0.06,0.00,3.66,0.00,0.00,0.00,0.48
4534,Thailand,1984,0.03,0.09,0.00,4.08,0.00,0.00,0.00,0.50
4535,Thailand,1985,0.07,0.12,0.00,3.69,0.00,0.00,0.00,0.48
4536,Thailand,1986,0.07,0.13,0.00,5.53,0.00,0.00,0.00,0.50
4537,Thailand,1987,0.09,0.17,0.00,4.06,0.00,0.00,0.00,0.54
4538,Thailand,1988,0.10,0.21,0.03,3.72,0.00,0.00,0.00,0.61
4539,Thailand,1989,0.12,0.20,0.02,5.51,0.00,0.00,0.00,0.72
4540,Thailand,1990,0.16,0.22,0.03,4.90,0.00,0.00,0.00,0.87
4541,Thailand,1991,0.19,0.27,0.03,4.51,0.00,0.00,0.00,0.93
4542,Thailand,1992,0.20,0.29,0.02,4.16,0.00,0.00,0.00,1.04
4543,Thailand,1993,0.23,0.33,0.03,3.61,0.00,0.00,0.00,1.21
4544,Thailand,1994,0.26,0.37,0.05,4.40,0.00,0.00,0.00,1.35
4545,Thailand,1995,0.30,0.38,0.14,6.59,0.00,0.00,0.00,1.47
4546,Thailand,1996,0.37,0.44,0.21,7.22,0.00,0.00,0.00,1.62
4547,Thailand,1997,0.38,0.56,0.27,7.08,0.00,0.00,0.00,1.63
4548,Thailand,1998,0.30,0.59,0.31,5.09,0.00,0.00,0.00,1.50
4549,Thailand,1999,0.32,0.66,0.45,3.41,0.00,0.00,0.00,1.59
4550,Thailand,2000,0.33,0.76,0.53,5.89,0.00,0.00,0.00,1.52
4551,Thailand,2001,0.37,0.88,0.62,6.17,0.00,0.00,0.00,1.50
4552,Thailand,2002,0.39,0.96,0.75,7.37,0.00,0.00,0.00,1.67
4553,Thailand,2003,0.40,1.02,1.23,7.21,0.00,0.00,0.00,1.85
4554,Thailand,2004,0.45,1.07,1.84,5.90,0.00,0.00,0.00,1.99
4555,Thailand,2005,0.49,1.15,1.86,5.67,0.00,0.00,0.00,2.00
4556,Thailand,2006,0.52,1.19,1.99,7.95,0.00,0.04,0.00,1.97
4557,Thailand,2007,0.58,1.27,2.42,7.96,0.00,0.04,0.00,1.99
4558,Thailand,2008,0.63,1.33,2.14,6.95,0.00,0.04,0.00,1.92
4559,Thailand,2009,0.63,1.37,2.25,6.97,0.00,0.04,0.00,2.01
4560,Thailand,2010,0.65,1.56,3.37,5.35,0.00,0.06,0.00,2.07
4561,Thailand,2011,0.66,1.60,3.98,7.93,0.00,0.09,0.01,2.16
4562,Thailand,2012,0.69,1.75,4.70,8.43,0.00,0.50,0.02,2.27
4563,Thailand,2013,0.68,1.76,5.63,5.41,0.00,1.26,0.35,2.35
4564,Thailand,2014,0.75,1.80,6.72,5.16,0.00,1.93,0.40,2.35
4565,Thailand,2015,0.73,1.83,7.34,3.76,0.00,2.38,0.33,2.48
4566,Thailand,2016,0.75,1.82,8.82,3.54,0.00,3.38,0.35,2.57
4567,Thailand,2017,0.75,1.80,9.29,4.69,0.00,4.54,1.11,2.64
4568,Thailand,2018,0.80,1.80,10.86,7.60,0.00,4.99,1.95,2.68
4569,Thailand,2019,0.71,1.83,13.73,6.31,0.00,5.01,2.66,2.72
4570,Trinidad and Tobago,1965,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.08
4571,Trinidad and Tobago,1966,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.08
4572,Trinidad and Tobago,1967,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.08
4573,Trinidad and Tobago,1968,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.09
4574,Trinidad and Tobago,1969,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.09
4575,Trinidad and Tobago,1970,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.09
4576,Trinidad and Tobago,1971,0.00,0.07,0.04,0.00,0.00,0.00,0.00,0.10
4577,Trinidad and Tobago,1972,0.00,0.07,0.04,0.00,0.00,0.00,0.00,0.15
4578,Trinidad and Tobago,1973,0.00,0.07,0.03,0.00,0.00,0.00,0.00,0.16
4579,Trinidad and Tobago,1974,0.00,0.06,0.03,0.00,0.00,0.00,0.00,0.15
4580,Trinidad and Tobago,1975,0.00,0.06,0.02,0.00,0.00,0.00,0.00,0.12
4581,Trinidad and Tobago,1976,0.00,0.06,0.02,0.00,0.00,0.00,0.00,0.13
4582,Trinidad and Tobago,1977,0.00,0.07,0.02,0.00,0.00,0.00,0.00,0.13
4583,Trinidad and Tobago,1978,0.00,0.09,0.03,0.00,0.00,0.00,0.00,0.12
4584,Trinidad and Tobago,1979,0.00,0.09,0.03,0.00,0.00,0.00,0.00,0.09
4585,Trinidad and Tobago,1980,0.00,0.10,0.03,0.00,0.00,0.00,0.00,0.07
4586,Trinidad and Tobago,1981,0.00,0.11,0.02,0.00,0.00,0.00,0.00,0.07
4587,Trinidad and Tobago,1982,0.00,0.14,0.02,0.00,0.00,0.00,0.00,0.08
4588,Trinidad and Tobago,1983,0.00,0.14,0.02,0.00,0.00,0.00,0.00,0.07
4589,Trinidad and Tobago,1984,0.00,0.15,0.01,0.00,0.00,0.00,0.00,0.06
4590,Trinidad and Tobago,1985,0.00,0.15,0.02,0.00,0.00,0.00,0.00,0.06
4591,Trinidad and Tobago,1986,0.00,0.16,0.03,0.00,0.00,0.00,0.00,0.07
4592,Trinidad and Tobago,1987,0.00,0.16,0.03,0.00,0.00,0.00,0.00,0.04
4593,Trinidad and Tobago,1988,0.00,0.19,0.03,0.00,0.00,0.00,0.00,0.04
4594,Trinidad and Tobago,1989,0.00,0.19,0.03,0.00,0.00,0.00,0.00,0.04
4595,Trinidad and Tobago,1990,0.00,0.20,0.03,0.00,0.00,0.00,0.00,0.05
4596,Trinidad and Tobago,1991,0.00,0.20,0.03,0.00,0.00,0.00,0.00,0.05
4597,Trinidad and Tobago,1992,0.00,0.19,0.03,0.00,0.00,0.00,0.00,0.07
4598,Trinidad and Tobago,1993,0.00,0.22,0.03,0.00,0.00,0.00,0.00,0.06
4599,Trinidad and Tobago,1994,0.00,0.25,0.03,0.00,0.00,0.00,0.00,0.05
4600,Trinidad and Tobago,1995,0.00,0.27,0.03,0.00,0.00,0.00,0.00,0.05
4601,Trinidad and Tobago,1996,0.00,0.30,0.02,0.00,0.00,0.00,0.00,0.06
4602,Trinidad and Tobago,1997,0.00,0.33,0.02,0.00,0.00,0.00,0.00,0.04
4603,Trinidad and Tobago,1998,0.00,0.33,0.02,0.00,0.00,0.00,0.00,0.04
4604,Trinidad and Tobago,1999,0.00,0.33,0.02,0.00,0.00,0.00,0.00,0.08
4605,Trinidad and Tobago,2000,0.00,0.35,0.02,0.00,0.00,0.00,0.00,0.07
4606,Trinidad and Tobago,2001,0.00,0.39,0.03,0.00,0.00,0.00,0.00,0.07
4607,Trinidad and Tobago,2002,0.00,0.42,0.03,0.00,0.00,0.00,0.00,0.08
4608,Trinidad and Tobago,2003,0.00,0.49,0.01,0.00,0.00,0.00,0.00,0.07
4609,Trinidad and Tobago,2004,0.00,0.54,0.02,0.00,0.00,0.00,0.00,0.08
4610,Trinidad and Tobago,2005,0.00,0.59,0.02,0.00,0.00,0.00,0.00,0.07
4611,Trinidad and Tobago,2006,0.00,0.69,0.03,0.00,0.00,0.00,0.00,0.08
4612,Trinidad and Tobago,2007,0.00,0.71,0.02,0.00,0.00,0.00,0.00,0.09
4613,Trinidad and Tobago,2008,0.00,0.69,0.02,0.00,0.00,0.00,0.00,0.10
4614,Trinidad and Tobago,2009,0.00,0.69,0.02,0.00,0.00,0.00,0.00,0.09
4615,Trinidad and Tobago,2010,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.10
4616,Trinidad and Tobago,2011,0.00,0.74,0.00,0.00,0.00,0.00,0.00,0.09
4617,Trinidad and Tobago,2012,0.00,0.73,0.00,0.00,0.00,0.00,0.00,0.09
4618,Trinidad and Tobago,2013,0.00,0.73,0.00,0.00,0.00,0.00,0.00,0.10
4619,Trinidad and Tobago,2014,0.00,0.74,0.00,0.00,0.00,0.00,0.00,0.09
4620,Trinidad and Tobago,2015,0.00,0.71,0.00,0.00,0.00,0.01,0.00,0.09
4621,Trinidad and Tobago,2016,0.00,0.61,0.00,0.00,0.00,0.01,0.00,0.10
4622,Trinidad and Tobago,2017,0.00,0.66,0.00,0.00,0.00,0.01,0.00,0.09
4623,Trinidad and Tobago,2018,0.00,0.63,0.00,0.00,0.00,0.00,0.00,0.09
4624,Trinidad and Tobago,2019,0.00,0.63,0.00,0.00,0.00,0.00,0.00,0.08
4625,Turkey,1965,0.15,0.00,0.10,2.18,0.00,0.00,0.00,0.15
4626,Turkey,1966,0.17,0.00,0.12,2.34,0.00,0.00,0.00,0.18
4627,Turkey,1967,0.15,0.00,0.17,2.38,0.00,0.00,0.00,0.21
4628,Turkey,1968,0.16,0.00,0.18,3.17,0.00,0.00,0.00,0.25
4629,Turkey,1969,0.18,0.00,0.18,3.44,0.00,0.00,0.00,0.28
4630,Turkey,1970,0.19,0.00,0.17,3.03,0.00,0.00,0.00,0.30
4631,Turkey,1971,0.20,0.00,0.16,2.61,0.00,0.00,0.00,0.36
4632,Turkey,1972,0.21,0.00,0.18,3.20,0.00,0.00,0.00,0.40
4633,Turkey,1973,0.22,0.00,0.20,2.60,0.00,0.00,0.00,0.49
4634,Turkey,1974,0.24,0.00,0.21,3.36,0.00,0.00,0.00,0.48
4635,Turkey,1975,0.25,0.00,0.22,5.90,0.00,0.00,0.00,0.53
4636,Turkey,1976,0.26,0.00,0.16,8.37,0.00,0.00,0.00,0.60
4637,Turkey,1977,0.27,0.00,0.22,8.57,0.00,0.00,0.00,0.68
4638,Turkey,1978,0.27,0.00,0.14,9.33,0.00,0.00,0.00,0.72
4639,Turkey,1979,0.28,0.00,0.15,10.29,0.00,0.00,0.00,0.64
4640,Turkey,1980,0.29,0.00,0.14,11.35,0.00,0.00,0.00,0.66
4641,Turkey,1981,0.30,0.00,0.11,12.62,0.00,0.00,0.00,0.65
4642,Turkey,1982,0.34,0.00,0.00,14.17,0.00,0.00,0.00,0.69
4643,Turkey,1983,0.37,0.00,0.00,11.34,0.00,0.00,0.00,0.73
4644,Turkey,1984,0.42,0.00,0.02,13.43,0.00,0.00,0.00,0.73
4645,Turkey,1985,0.50,0.00,0.01,12.04,0.00,0.00,0.00,0.76
4646,Turkey,1986,0.55,0.01,0.04,11.87,0.00,0.00,0.00,0.82
4647,Turkey,1987,0.58,0.02,0.06,18.62,0.00,0.00,0.00,0.93
4648,Turkey,1988,0.56,0.04,0.07,28.95,0.00,0.00,0.00,0.99
4649,Turkey,1989,0.63,0.11,0.06,17.94,0.00,0.00,0.00,0.93
4650,Turkey,1990,0.67,0.12,0.08,23.15,0.00,0.00,0.00,0.99
4651,Turkey,1991,0.72,0.14,0.12,22.68,0.00,0.00,0.00,0.96
4652,Turkey,1992,0.71,0.16,0.12,26.57,0.00,0.00,0.00,1.02
4653,Turkey,1993,0.66,0.17,0.13,33.95,0.00,0.00,0.00,1.17
4654,Turkey,1994,0.66,0.18,0.13,30.59,0.00,0.00,0.00,1.11
4655,Turkey,1995,0.69,0.23,0.31,35.54,0.00,0.00,0.00,1.25
4656,Turkey,1996,0.78,0.27,0.26,40.48,0.00,0.00,0.00,1.31
4657,Turkey,1997,0.87,0.34,0.38,39.82,0.00,0.00,0.00,1.29
4658,Turkey,1998,0.90,0.35,0.33,42.23,0.00,0.00,0.01,1.28
4659,Turkey,1999,0.84,0.43,0.21,34.68,0.00,0.00,0.02,1.28
4660,Turkey,2000,0.94,0.50,0.24,30.88,0.00,0.00,0.03,1.34
4661,Turkey,2001,0.77,0.55,0.27,24.01,0.00,0.00,0.06,1.25
4662,Turkey,2002,0.81,0.60,0.23,33.68,0.00,0.00,0.05,1.33
4663,Turkey,2003,0.87,0.72,0.17,35.33,0.00,0.00,0.06,1.31
4664,Turkey,2004,0.92,0.76,0.17,46.08,0.00,0.00,0.06,1.34
4665,Turkey,2005,0.93,0.93,0.13,39.56,0.00,0.00,0.06,1.32
4666,Turkey,2006,1.10,1.05,0.15,44.24,0.00,0.00,0.13,1.38
4667,Turkey,2007,1.23,1.22,0.25,35.85,0.00,0.00,0.35,1.40
4668,Turkey,2008,1.24,1.27,0.30,33.27,0.00,0.00,0.85,1.38
4669,Turkey,2009,1.29,1.21,0.69,35.96,0.00,0.00,1.50,1.41
4670,Turkey,2010,1.32,1.29,1.00,51.80,0.00,0.00,2.92,1.37
4671,Turkey,2011,1.42,1.51,1.04,52.34,0.00,0.00,4.72,1.34
4672,Turkey,2012,1.53,1.56,1.49,57.87,0.00,0.00,5.86,1.41
4673,Turkey,2013,1.32,1.58,2.24,59.42,0.00,0.01,7.56,1.51
4674,Turkey,2014,1.51,1.68,3.45,40.64,0.00,0.02,8.52,1.55
4675,Turkey,2015,1.45,1.65,4.67,67.15,0.00,0.19,11.65,1.85
4676,Turkey,2016,1.61,1.60,6.45,67.23,0.00,1.04,15.52,1.98
4677,Turkey,2017,1.65,1.86,8.25,58.22,0.00,2.89,17.90,2.07
4678,Turkey,2018,1.71,1.70,10.08,59.94,0.00,7.80,19.95,2.00
4679,Turkey,2019,1.70,1.56,12.71,89.16,0.00,10.92,21.70,2.03
4680,Turkmenistan,1985,0.01,0.29,0.00,0.00,0.00,0.00,0.00,0.21
4681,Turkmenistan,1986,0.01,0.48,0.00,0.00,0.00,0.00,0.00,0.15
4682,Turkmenistan,1987,0.01,0.47,0.00,0.00,0.00,0.00,0.00,0.15
4683,Turkmenistan,1988,0.01,0.48,0.00,0.00,0.00,0.00,0.00,0.15
4684,Turkmenistan,1989,0.01,0.50,0.00,0.00,0.00,0.00,0.00,0.15
4685,Turkmenistan,1990,0.02,0.33,0.00,0.00,0.00,0.00,0.00,0.20
4686,Turkmenistan,1991,0.01,0.33,0.00,0.00,0.00,0.00,0.00,0.22
4687,Turkmenistan,1992,0.01,0.32,0.00,0.00,0.00,0.00,0.00,0.21
4688,Turkmenistan,1993,0.00,0.32,0.00,0.01,0.00,0.00,0.00,0.12
4689,Turkmenistan,1994,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.12
4690,Turkmenistan,1995,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.11
4691,Turkmenistan,1996,0.00,0.43,0.00,0.01,0.00,0.00,0.00,0.13
4692,Turkmenistan,1997,0.00,0.30,0.00,0.01,0.00,0.00,0.00,0.13
4693,Turkmenistan,1998,0.00,0.37,0.00,0.01,0.00,0.00,0.00,0.17
4694,Turkmenistan,1999,0.00,0.33,0.00,0.01,0.00,0.00,0.00,0.18
4695,Turkmenistan,2000,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.17
4696,Turkmenistan,2001,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.17
4697,Turkmenistan,2002,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.19
4698,Turkmenistan,2003,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.22
4699,Turkmenistan,2004,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.22
4700,Turkmenistan,2005,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.22
4701,Turkmenistan,2006,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.21
4702,Turkmenistan,2007,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.22
4703,Turkmenistan,2008,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.23
4704,Turkmenistan,2009,0.00,0.62,0.00,0.00,0.00,0.00,0.00,0.22
4705,Turkmenistan,2010,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.24
4706,Turkmenistan,2011,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.25
4707,Turkmenistan,2012,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.26
4708,Turkmenistan,2013,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.27
4709,Turkmenistan,2014,0.00,0.72,0.00,0.00,0.00,0.00,0.00,0.28
4710,Turkmenistan,2015,0.00,0.91,0.00,0.00,0.00,0.01,0.00,0.28
4711,Turkmenistan,2016,0.00,0.90,0.00,0.00,0.00,0.01,0.00,0.28
4712,Turkmenistan,2017,0.00,0.89,0.00,0.00,0.00,0.01,0.00,0.28
4713,Turkmenistan,2018,0.00,1.02,0.00,0.00,0.00,0.01,0.00,0.29
4714,Turkmenistan,2019,0.00,1.14,0.00,0.00,0.00,0.01,0.00,0.31
4715,USSR,1965,12.45,4.38,0.00,81.43,1.86,0.00,0.00,7.18
4716,USSR,1966,12.91,4.89,0.00,91.82,2.06,0.00,0.00,7.69
4717,USSR,1967,13.11,5.38,0.00,88.57,2.25,0.00,0.00,8.38
4718,USSR,1968,12.99,5.81,0.00,104.04,3.13,0.00,0.00,8.93
4719,USSR,1969,13.18,6.21,0.00,115.18,3.63,0.00,0.00,9.50
4720,USSR,1970,13.07,6.82,0.00,124.38,4.39,0.00,0.00,10.46
4721,USSR,1971,13.33,7.46,0.00,126.10,5.39,0.00,0.00,11.09
4722,USSR,1972,13.69,7.84,0.00,122.90,9.83,0.00,0.00,12.02
4723,USSR,1973,13.85,8.53,0.00,122.35,14.31,0.00,0.00,12.93
4724,USSR,1974,13.92,9.04,0.00,132.03,21.46,0.00,0.00,14.20
4725,USSR,1975,14.32,9.87,0.00,125.99,28.62,0.00,0.00,14.88
4726,USSR,1976,14.30,10.86,0.00,135.74,38.15,0.00,0.00,15.30
4727,USSR,1977,14.56,11.64,0.00,147.01,51.03,0.00,0.00,15.91
4728,USSR,1978,14.47,12.41,0.00,169.70,52.46,0.00,0.00,16.88
