,Entity,Year,Coal Consumption - EJ,Gas Consumption - EJ,Geo Biomass Other - TWh,Hydro Generation - TWh,Nuclear Generation - TWh,Solar Generation - TWh,Wind Generation -TWh,Oil Consumption - EJ
0,Africa,1965,1.16,0.03,0.00,13.91,0.00,0.00,0.00,1.17
1,Africa,1966,1.16,0.04,0.00,15.51,0.00,0.00,0.00,1.28
2,Africa,1967,1.19,0.04,0.00,16.19,0.00,0.00,0.00,1.27
3,Africa,1968,1.24,0.04,0.00,18.94,0.00,0.00,0.00,1.34
4,Africa,1969,1.25,0.04,0.00,22.10,0.00,0.00,0.00,1.36
5,Africa,1970,1.30,0.06,0.00,27.63,0.00,0.00,0.00,1.51
6,Africa,1971,1.38,0.07,0.16,26.01,0.00,0.00,0.00,1.70
7,Africa,1972,1.38,0.09,0.17,29.63,0.00,0.00,0.00,1.85
8,Africa,1973,1.47,0.14,0.17,31.35,0.00,0.00,0.00,1.99
9,Africa,1974,1.53,0.16,0.18,35.67,0.00,0.00,0.00,2.05
10,Africa,1975,1.62,0.19,0.17,37.72,0.00,0.00,0.00,2.15
11,Africa,1976,1.73,0.22,0.19,41.80,0.00,0.00,0.00,2.38
12,Africa,1977,1.77,0.25,0.19,45.93,0.00,0.00,0.00,2.52
13,Africa,1978,1.72,0.35,0.20,46.31,0.00,0.00,0.00,2.66
14,Africa,1979,1.83,0.54,0.20,49.57,0.00,0.00,0.00,2.83
15,Africa,1980,1.96,0.67,0.21,48.31,0.00,0.00,0.00,3.00
16,Africa,1981,2.29,0.82,0.22,50.19,0.00,0.00,0.00,3.19
17,Africa,1982,2.52,0.89,0.24,50.21,0.00,0.00,0.00,3.35
18,Africa,1983,2.57,0.98,0.23,45.25,0.00,0.00,0.00,3.46
19,Africa,1984,2.75,0.94,0.23,44.49,3.93,0.00,0.00,3.54
20,Africa,1985,2.83,1.00,0.27,49.45,5.32,0.00,0.00,3.62
21,Africa,1986,2.90,1.13,0.66,51.15,8.80,0.00,0.00,3.56
22,Africa,1987,2.98,1.16,0.66,49.06,6.17,0.00,0.00,3.74
23,Africa,1988,3.20,1.29,0.63,53.59,10.49,0.00,0.00,3.92
24,Africa,1989,3.01,1.34,0.62,56.28,11.10,0.00,0.00,4.06
25,Africa,1990,3.16,1.44,0.77,57.25,8.45,0.00,0.00,4.13
26,Africa,1991,3.07,1.45,0.79,60.65,9.14,0.00,0.00,4.16
27,Africa,1992,3.09,1.52,0.82,57.86,9.29,0.00,0.00,4.25
28,Africa,1993,3.14,1.49,0.92,56.68,7.26,0.00,0.00,4.30
29,Africa,1994,3.22,1.55,0.82,57.60,9.70,0.00,0.01,4.40
30,Africa,1995,3.32,1.66,1.02,59.77,11.30,0.00,0.01,4.55
31,Africa,1996,3.36,1.74,1.26,62.32,11.78,0.00,0.01,4.67
32,Africa,1997,3.45,1.71,1.39,63.85,12.65,0.00,0.01,4.79
33,Africa,1998,3.37,1.80,1.71,66.65,13.60,0.00,0.01,4.91
34,Africa,1999,3.48,1.81,1.70,70.68,12.84,0.00,0.02,5.09
35,Africa,2000,3.47,2.00,2.27,75.25,13.01,0.01,0.18,5.11
36,Africa,2001,3.51,2.31,2.34,80.86,10.72,0.02,0.42,5.18
37,Africa,2002,3.36,2.45,2.29,85.18,11.99,0.02,0.44,5.27
38,Africa,2003,3.66,2.61,2.62,82.87,12.66,0.02,0.54,5.42
39,Africa,2004,4.03,2.84,2.98,87.41,13.37,0.03,0.77,5.67
40,Africa,2005,3.74,2.94,3.01,89.07,11.29,0.03,0.78,5.96
41,Africa,2006,3.79,3.07,3.78,92.24,10.03,0.04,0.85,6.00
42,Africa,2007,3.85,3.27,3.15,95.34,11.32,0.05,1.02,6.20
43,Africa,2008,4.25,3.41,3.27,97.16,13.00,0.08,1.31,6.55
44,Africa,2009,4.23,3.44,3.56,99.76,12.81,0.10,1.59,6.79
45,Africa,2010,4.19,3.56,3.83,107.43,13.53,0.21,2.28,7.13
46,Africa,2011,4.12,3.86,3.93,110.44,12.90,0.45,2.54,6.93
47,Africa,2012,4.02,4.14,4.09,110.95,12.97,0.55,2.96,7.31
48,Africa,2013,4.07,4.20,4.44,117.67,14.11,0.82,3.56,7.57
49,Africa,2014,4.26,4.32,5.55,123.73,13.79,1.83,5.16,7.70
50,Africa,2015,4.03,4.62,7.14,119.86,12.24,3.60,8.89,7.87
51,Africa,2016,4.27,4.75,7.21,115.80,15.91,4.94,11.31,7.95
52,Africa,2017,4.26,5.04,7.57,123.82,15.76,6.98,12.46,7.99
53,Africa,2018,4.41,5.36,8.06,130.39,11.09,9.85,14.29,8.07
54,Africa,2019,4.47,5.40,8.18,132.73,14.21,19.38,17.51,8.28
55,Algeria,1965,0.00,0.03,0.00,0.40,0.00,0.00,0.00,0.06
56,Algeria,1966,0.00,0.03,0.00,0.36,0.00,0.00,0.00,0.07
57,Algeria,1967,0.00,0.03,0.00,0.41,0.00,0.00,0.00,0.07
58,Algeria,1968,0.00,0.03,0.00,0.56,0.00,0.00,0.00,0.07
59,Algeria,1969,0.00,0.04,0.00,0.36,0.00,0.00,0.00,0.08
60,Algeria,1970,0.00,0.04,0.00,0.58,0.00,0.00,0.00,0.09
61,Algeria,1971,0.00,0.04,0.00,0.33,0.00,0.00,0.00,0.10
62,Algeria,1972,0.00,0.05,0.00,0.50,0.00,0.00,0.00,0.11
63,Algeria,1973,0.00,0.06,0.00,0.75,0.00,0.00,0.00,0.12
64,Algeria,1974,0.00,0.07,0.00,0.50,0.00,0.00,0.00,0.13
65,Algeria,1975,0.00,0.10,0.00,0.33,0.00,0.00,0.00,0.15
66,Algeria,1976,0.00,0.12,0.00,0.39,0.00,0.00,0.00,0.17
67,Algeria,1977,0.00,0.13,0.00,0.27,0.00,0.00,0.00,0.19
68,Algeria,1978,0.00,0.21,0.00,0.25,0.00,0.00,0.00,0.20
69,Algeria,1979,0.00,0.29,0.00,0.29,0.00,0.00,0.00,0.24
70,Algeria,1980,0.00,0.39,0.00,0.26,0.00,0.00,0.00,0.24
71,Algeria,1981,0.00,0.51,0.00,0.37,0.00,0.00,0.00,0.26
72,Algeria,1982,0.03,0.58,0.00,0.48,0.00,0.00,0.00,0.27
73,Algeria,1983,0.03,0.64,0.00,0.24,0.00,0.00,0.00,0.31
74,Algeria,1984,0.03,0.56,0.00,0.45,0.00,0.00,0.00,0.34
75,Algeria,1985,0.04,0.55,0.00,0.65,0.00,0.00,0.00,0.35
76,Algeria,1986,0.04,0.61,0.00,0.25,0.00,0.00,0.00,0.35
77,Algeria,1987,0.04,0.62,0.00,0.50,0.00,0.00,0.00,0.36
78,Algeria,1988,0.04,0.70,0.00,0.18,0.00,0.00,0.00,0.36
79,Algeria,1989,0.04,0.66,0.00,0.23,0.00,0.00,0.00,0.37
80,Algeria,1990,0.03,0.70,0.00,0.14,0.00,0.00,0.00,0.40
81,Algeria,1991,0.03,0.69,0.00,0.29,0.00,0.00,0.00,0.40
82,Algeria,1992,0.03,0.72,0.00,0.20,0.00,0.00,0.00,0.40
83,Algeria,1993,0.03,0.64,0.00,0.35,0.00,0.00,0.00,0.40
84,Algeria,1994,0.03,0.68,0.00,0.17,0.00,0.00,0.00,0.38
85,Algeria,1995,0.03,0.73,0.00,0.19,0.00,0.00,0.00,0.37
86,Algeria,1996,0.01,0.75,0.00,0.14,0.00,0.00,0.00,0.35
87,Algeria,1997,0.02,0.70,0.00,0.08,0.00,0.00,0.00,0.35
88,Algeria,1998,0.02,0.72,0.00,0.22,0.00,0.00,0.00,0.36
89,Algeria,1999,0.02,0.74,0.00,0.20,0.00,0.00,0.00,0.36
90,Algeria,2000,0.02,0.69,0.00,0.05,0.00,0.00,0.00,0.37
91,Algeria,2001,0.02,0.71,0.00,0.07,0.00,0.00,0.00,0.38
92,Algeria,2002,0.03,0.70,0.00,0.06,0.00,0.00,0.00,0.43
93,Algeria,2003,0.03,0.74,0.00,0.27,0.00,0.00,0.00,0.44
94,Algeria,2004,0.03,0.76,0.00,0.25,0.00,0.00,0.00,0.46
95,Algeria,2005,0.02,0.80,0.00,0.56,0.00,0.00,0.00,0.48
96,Algeria,2006,0.04,0.82,0.00,0.22,0.00,0.00,0.00,0.50
97,Algeria,2007,0.03,0.84,0.00,0.23,0.00,0.00,0.00,0.56
98,Algeria,2008,0.03,0.88,0.00,0.28,0.00,0.00,0.00,0.61
99,Algeria,2009,0.02,0.94,0.00,0.34,0.00,0.00,0.00,0.65
100,Algeria,2010,0.01,0.91,0.00,0.17,0.00,0.01,0.00,0.65
101,Algeria,2011,0.01,0.96,0.00,0.38,0.00,0.02,0.00,0.69
102,Algeria,2012,0.01,1.08,0.00,0.39,0.00,0.03,0.00,0.74
103,Algeria,2013,0.01,1.16,0.00,0.10,0.00,0.03,0.00,0.77
104,Algeria,2014,0.01,1.30,0.00,0.19,0.00,0.06,0.00,0.80
105,Algeria,2015,0.01,1.37,0.00,0.15,0.00,0.06,0.02,0.85
106,Algeria,2016,0.00,1.39,0.00,0.07,0.00,0.25,0.02,0.83
107,Algeria,2017,0.01,1.42,0.00,0.06,0.00,0.50,0.02,0.81
108,Algeria,2018,0.02,1.56,0.00,0.12,0.00,0.60,0.01,0.83
109,Algeria,2019,0.02,1.63,0.00,0.15,0.00,0.62,0.01,0.88
110,Argentina,1965,0.03,0.15,0.00,1.23,0.00,0.00,0.00,0.94
111,Argentina,1966,0.03,0.16,0.00,1.24,0.00,0.00,0.00,0.97
112,Argentina,1967,0.03,0.17,0.00,1.27,0.00,0.00,0.00,0.99
113,Argentina,1968,0.03,0.19,0.00,1.50,0.00,0.00,0.00,1.01
114,Argentina,1969,0.03,0.19,0.00,1.34,0.00,0.00,0.00,1.05
115,Argentina,1970,0.04,0.21,0.05,1.56,0.00,0.00,0.00,0.94
116,Argentina,1971,0.04,0.23,0.05,1.54,0.00,0.00,0.00,1.01
117,Argentina,1972,0.03,0.26,0.06,1.50,0.00,0.00,0.00,1.01
118,Argentina,1973,0.03,0.29,0.05,2.99,0.00,0.00,0.00,1.01
119,Argentina,1974,0.04,0.31,0.05,5.03,1.04,0.00,0.00,1.02
120,Argentina,1975,0.04,0.32,0.05,5.20,2.52,0.00,0.00,0.96
121,Argentina,1976,0.04,0.35,0.05,5.01,2.57,0.00,0.00,0.99
122,Argentina,1977,0.04,0.37,0.05,5.77,1.64,0.00,0.00,1.05
123,Argentina,1978,0.05,0.36,0.05,7.75,2.90,0.00,0.00,1.05
124,Argentina,1979,0.05,0.37,0.08,10.66,2.69,0.00,0.00,1.11
125,Argentina,1980,0.04,0.40,0.09,15.14,2.34,0.00,0.00,1.04
126,Argentina,1981,0.04,0.42,0.07,14.69,2.82,0.00,0.00,0.96
127,Argentina,1982,0.04,0.48,0.10,17.59,1.87,0.00,0.00,0.92
128,Argentina,1983,0.03,0.52,0.14,18.42,3.41,0.00,0.00,0.94
129,Argentina,1984,0.03,0.55,0.10,19.88,4.64,0.00,0.00,0.89
130,Argentina,1985,0.04,0.56,0.10,20.65,5.77,0.00,0.00,0.80
131,Argentina,1986,0.04,0.61,0.11,21.01,5.71,0.00,0.00,0.92
132,Argentina,1987,0.05,0.61,0.11,21.84,6.47,0.00,0.00,0.98
133,Argentina,1988,0.05,0.71,0.12,15.03,5.80,0.00,0.00,0.98
134,Argentina,1989,0.05,0.74,0.12,12.97,5.04,0.00,0.00,0.89
135,Argentina,1990,0.04,0.71,0.11,17.88,7.28,0.00,0.00,0.84
136,Argentina,1991,0.04,0.72,0.10,16.22,7.76,0.00,0.00,0.87
137,Argentina,1992,0.04,0.78,0.10,19.78,7.08,0.00,0.00,0.91
138,Argentina,1993,0.03,0.83,0.11,23.56,7.75,0.00,0.00,0.91
139,Argentina,1994,0.03,0.85,0.12,27.97,8.24,0.00,0.00,0.88
140,Argentina,1995,0.03,0.94,0.12,28.46,7.07,0.00,0.00,0.87
141,Argentina,1996,0.03,1.08,0.35,25.95,7.46,0.00,0.01,0.91
142,Argentina,1997,0.02,1.00,0.45,33.03,7.96,0.00,0.01,0.91
143,Argentina,1998,0.03,1.07,0.46,32.42,7.45,0.00,0.03,0.93
144,Argentina,1999,0.04,1.13,0.65,26.53,7.11,0.00,0.03,0.86
145,Argentina,2000,0.03,1.16,0.68,34.03,6.18,0.00,0.03,0.87
146,Argentina,2001,0.02,1.09,0.61,41.90,7.06,0.00,0.05,0.84
147,Argentina,2002,0.02,1.06,0.85,41.47,5.82,0.00,0.07,0.77
148,Argentina,2003,0.02,1.21,1.01,39.08,7.57,0.00,0.08,0.80
149,Argentina,2004,0.03,1.33,0.90,35.40,7.87,0.00,0.07,0.84
150,Argentina,2005,0.04,1.41,1.07,39.35,6.87,0.00,0.07,0.89
151,Argentina,2006,0.04,1.46,1.57,43.62,7.72,0.00,0.07,0.94
152,Argentina,2007,0.05,1.54,1.58,37.74,7.25,0.00,0.06,1.04
153,Argentina,2008,0.06,1.55,1.69,37.20,7.39,0.00,0.04,1.07
154,Argentina,2009,0.03,1.51,1.73,40.78,8.18,0.00,0.04,1.05
155,Argentina,2010,0.05,1.52,2.01,40.54,7.21,0.00,0.03,1.17
156,Argentina,2011,0.05,1.58,2.19,39.64,6.40,0.00,0.03,1.18
157,Argentina,2012,0.05,1.64,2.45,36.88,6.40,0.01,0.37,1.22
158,Argentina,2013,0.05,1.66,2.46,40.70,6.21,0.02,0.45,1.31
159,Argentina,2014,0.06,1.66,2.30,40.86,5.51,0.02,0.62,1.29
160,Argentina,2015,0.06,1.68,2.38,41.77,7.04,0.01,0.59,1.32
161,Argentina,2016,0.04,1.74,1.96,38.25,8.29,0.01,0.55,1.29
162,Argentina,2017,0.05,1.74,2.38,41.54,6.09,0.02,0.61,1.26
163,Argentina,2018,0.05,1.75,2.49,41.65,6.87,0.11,1.41,1.20
164,Argentina,2019,0.02,1.71,2.40,37.07,8.44,0.80,5.00,1.19
165,Asia Pacific,1965,10.01,0.20,1.64,156.09,0.03,0.00,0.00,6.83
166,Asia Pacific,1966,10.55,0.22,1.64,162.31,0.58,0.00,0.00,7.87
167,Asia Pacific,1967,10.28,0.26,1.42,152.87,0.63,0.00,0.00,9.17
168,Asia Pacific,1968,10.43,0.28,1.58,168.25,1.04,0.00,0.00,10.49
169,Asia Pacific,1969,11.70,0.37,1.61,174.16,1.81,0.00,0.00,12.18
170,Asia Pacific,1970,13.07,0.51,1.78,180.71,5.89,0.00,0.00,14.17
171,Asia Pacific,1971,13.99,0.61,1.75,199.28,9.03,0.00,0.00,15.75
172,Asia Pacific,1972,14.53,0.71,1.79,205.12,10.61,0.00,0.00,16.96
173,Asia Pacific,1973,14.88,0.87,1.83,194.01,12.04,0.00,0.00,19.30
174,Asia Pacific,1974,15.25,1.09,2.50,217.90,22.03,0.00,0.00,19.17
175,Asia Pacific,1975,16.41,1.26,2.65,232.44,27.88,0.00,0.00,19.08
176,Asia Pacific,1976,16.80,1.46,2.59,233.25,37.25,0.00,0.00,20.30
177,Asia Pacific,1977,17.91,1.80,2.62,227.04,34.01,0.00,0.00,21.34
178,Asia Pacific,1978,18.79,2.16,2.92,237.05,66.74,0.00,0.00,22.65
179,Asia Pacific,1979,19.70,2.47,3.71,256.98,82.27,0.00,0.00,23.24
180,Asia Pacific,1980,20.82,2.65,5.17,273.45,96.80,0.00,0.00,22.03
181,Asia Pacific,1981,21.51,2.68,7.07,289.73,104.02,0.00,0.00,21.41
182,Asia Pacific,1982,22.26,2.78,15.95,282.67,121.65,0.00,0.00,20.74
183,Asia Pacific,1983,23.57,3.08,18.07,299.34,145.51,0.00,0.00,21.04
184,Asia Pacific,1984,25.61,3.60,19.74,299.41,175.02,0.00,0.00,21.84
185,Asia Pacific,1985,27.63,3.91,20.79,320.04,209.95,0.00,0.00,21.79
186,Asia Pacific,1986,28.69,4.27,21.69,328.16,226.17,0.00,0.00,22.65
187,Asia Pacific,1987,30.76,4.53,22.01,326.89,266.67,0.00,0.00,23.39
188,Asia Pacific,1988,32.96,4.83,23.83,361.79,250.92,0.00,0.00,25.40
189,Asia Pacific,1989,34.44,5.07,26.24,388.04,265.60,0.00,0.00,26.96
190,Asia Pacific,1990,35.18,5.47,22.33,399.27,287.14,0.00,0.03,28.48
191,Asia Pacific,1991,36.62,6.00,22.84,410.52,306.13,0.01,0.12,29.72
192,Asia Pacific,1992,37.89,6.41,23.01,401.52,314.37,0.03,0.22,31.73
193,Asia Pacific,1993,39.88,6.72,22.90,440.29,348.43,0.04,0.31,33.12
194,Asia Pacific,1994,41.87,7.32,26.37,443.30,372.06,0.05,0.58,35.08
195,Asia Pacific,1995,42.86,7.66,30.90,483.43,410.20,0.07,1.12,37.22
196,Asia Pacific,1996,44.74,8.37,31.46,473.41,431.28,0.10,0.99,39.03
197,Asia Pacific,1997,44.94,9.04,34.94,475.89,459.45,0.15,1.21,40.92
198,Asia Pacific,1998,44.90,9.24,37.54,506.67,478.35,0.20,1.49,40.00
199,Asia Pacific,1999,46.44,9.98,41.20,500.24,486.47,0.29,2.05,41.87
200,Asia Pacific,2000,48.02,10.74,44.61,521.65,500.04,0.43,2.56,43.09
201,Asia Pacific,2001,50.23,11.40,45.24,570.46,506.60,0.61,3.52,43.36
202,Asia Pacific,2002,54.07,11.93,47.07,578.91,519.29,0.83,4.07,44.76
203,Asia Pacific,2003,61.83,12.92,49.24,594.35,462.03,1.12,5.34,46.61
204,Asia Pacific,2004,69.52,13.69,53.03,699.15,530.21,1.46,9.19,49.21
205,Asia Pacific,2005,79.04,14.71,60.19,727.87,553.14,1.85,12.02,49.60
206,Asia Pacific,2006,85.11,15.82,64.50,801.70,567.92,2.29,18.57,50.76
207,Asia Pacific,2007,92.20,17.04,71.13,852.17,544.76,2.76,24.65,52.46
208,Asia Pacific,2008,94.75,18.13,79.04,997.78,528.90,3.36,36.13,52.23
209,Asia Pacific,2009,97.84,18.56,88.00,968.09,553.40,4.41,54.88,52.66
210,Asia Pacific,2010,102.31,20.80,98.12,1097.69,582.95,6.78,81.53,55.97
211,Asia Pacific,2011,109.83,22.44,104.63,1117.78,483.13,12.25,113.63,57.75
212,Asia Pacific,2012,112.20,23.92,112.97,1261.99,342.91,17.62,147.77,60.18
213,Asia Pacific,2013,115.18,24.79,124.73,1385.57,346.90,32.46,188.81,61.17
214,Asia Pacific,2014,115.96,25.52,140.71,1521.87,371.05,63.01,214.84,62.13
215,Asia Pacific,2015,115.27,25.93,159.25,1565.64,419.87,95.63,243.34,64.50
216,Asia Pacific,2016,114.81,26.55,160.66,1622.96,467.81,141.68,312.54,66.88
217,Asia Pacific,2017,116.28,27.94,185.60,1671.97,493.34,219.89,388.00,68.82
218,Asia Pacific,2018,119.62,29.92,208.61,1710.86,554.14,313.22,463.71,70.27
219,Asia Pacific,2019,122.22,31.32,238.02,1783.66,647.33,393.92,514.26,71.54
220,Australia,1965,0.73,0.00,0.30,7.69,0.00,0.00,0.00,0.65
221,Australia,1966,0.75,0.00,0.28,7.35,0.00,0.00,0.00,0.77
222,Australia,1967,0.77,0.00,0.29,7.61,0.00,0.00,0.00,0.84
223,Australia,1968,0.80,0.00,0.28,7.95,0.00,0.00,0.00,0.92
224,Australia,1969,0.83,0.01,0.28,8.68,0.00,0.00,0.00,0.94
225,Australia,1970,0.83,0.06,0.26,10.17,0.00,0.00,0.00,1.04
226,Australia,1971,0.84,0.09,0.26,11.51,0.00,0.00,0.00,1.10
227,Australia,1972,0.87,0.13,0.28,11.55,0.00,0.00,0.00,1.12
228,Australia,1973,0.91,0.17,0.34,12.29,0.00,0.00,0.00,1.19
229,Australia,1974,0.95,0.19,0.43,13.87,0.00,0.00,0.00,1.27
230,Australia,1975,0.98,0.21,0.49,14.89,0.00,0.00,0.00,1.25
231,Australia,1976,1.01,0.25,0.48,14.15,0.00,0.00,0.00,1.28
232,Australia,1977,1.06,0.28,0.43,13.54,0.00,0.00,0.00,1.34
233,Australia,1978,1.09,0.30,0.41,14.68,0.00,0.00,0.00,1.35
234,Australia,1979,1.14,0.35,0.42,14.25,0.00,0.00,0.00,1.37
235,Australia,1980,1.17,0.40,0.39,13.47,0.00,0.00,0.00,1.32
236,Australia,1981,1.20,0.43,0.40,13.87,0.00,0.00,0.00,1.28
237,Australia,1982,1.21,0.42,0.52,12.77,0.00,0.00,0.00,1.28
238,Australia,1983,1.21,0.46,0.43,12.12,0.00,0.00,0.00,1.26
239,Australia,1984,1.28,0.45,0.44,13.13,0.00,0.00,0.00,1.32
240,Australia,1985,1.33,0.48,0.46,13.94,0.00,0.00,0.00,1.26
241,Australia,1986,1.36,0.53,0.46,14.03,0.00,0.00,0.00,1.29
242,Australia,1987,1.42,0.54,0.47,13.61,0.00,0.00,0.00,1.31
243,Australia,1988,1.49,0.55,0.73,14.33,0.00,0.00,0.00,1.38
244,Australia,1989,1.56,0.60,0.81,14.25,0.00,0.00,0.00,1.43
245,Australia,1990,1.60,0.60,0.76,14.76,0.00,0.00,0.00,1.45
246,Australia,1991,1.63,0.58,0.72,15.65,0.00,0.01,0.00,1.41
247,Australia,1992,1.64,0.60,0.67,15.94,0.00,0.01,0.00,1.41
248,Australia,1993,1.65,0.62,0.67,16.39,0.00,0.01,0.00,1.48
249,Australia,1994,1.69,0.69,0.70,16.15,0.00,0.02,0.01,1.54
250,Australia,1995,1.74,0.70,0.83,15.63,0.00,0.02,0.01,1.59
251,Australia,1996,1.81,0.70,0.95,15.97,0.00,0.03,0.01,1.61
252,Australia,1997,1.91,0.69,1.00,15.95,0.00,0.03,0.01,1.64
253,Australia,1998,1.99,0.71,1.08,15.80,0.00,0.04,0.02,1.64
254,Australia,1999,2.11,0.73,1.13,16.28,0.00,0.04,0.04,1.69
255,Australia,2000,2.13,0.74,0.89,16.47,0.00,0.05,0.13,1.68
256,Australia,2001,2.11,0.80,0.80,16.12,0.00,0.05,0.29,1.69
257,Australia,2002,2.16,0.82,1.27,16.10,0.00,0.06,0.53,1.69
258,Australia,2003,2.22,0.83,1.69,16.21,0.00,0.06,0.70,1.69
259,Australia,2004,2.31,0.84,2.82,15.69,0.00,0.07,0.80,1.74
260,Australia,2005,2.30,0.84,3.87,15.47,0.00,0.08,1.30,1.72
261,Australia,2006,2.36,0.93,3.93,14.95,0.00,0.10,2.16,1.87
262,Australia,2007,2.34,1.04,4.28,13.05,0.00,0.11,2.85,1.84
263,Australia,2008,2.44,1.03,3.70,11.82,0.00,0.14,3.46,1.85
264,Australia,2009,2.36,1.05,2.79,12.64,0.00,0.29,4.44,1.83
265,Australia,2010,2.19,1.22,2.44,13.75,0.00,0.98,4.99,1.82
266,Australia,2011,2.13,1.27,2.57,19.57,0.00,2.04,6.43,1.94
267,Australia,2012,2.00,1.27,3.10,17.04,0.00,2.41,7.73,2.01
268,Australia,2013,1.89,1.34,3.33,19.09,0.00,3.85,9.26,2.05
269,Australia,2014,1.88,1.44,3.55,14.48,0.00,4.95,9.78,2.07
270,Australia,2015,1.95,1.52,3.68,14.09,0.00,6.21,11.84,2.00
271,Australia,2016,1.94,1.50,3.65,17.63,0.00,7.47,13.03,2.01
272,Australia,2017,1.88,1.48,3.53,13.50,0.00,8.96,13.20,2.10
273,Australia,2018,1.84,1.49,3.55,17.36,0.00,12.28,16.41,2.16
274,Australia,2019,1.78,1.93,3.58,14.29,0.00,17.95,19.52,2.14
275,Austria,1965,0.21,0.06,0.00,16.08,0.00,0.00,0.00,0.24
276,Austria,1966,0.20,0.07,0.00,17.33,0.00,0.00,0.00,0.26
277,Austria,1967,0.19,0.06,0.00,17.70,0.00,0.00,0.00,0.28
278,Austria,1968,0.19,0.07,0.00,18.19,0.00,0.00,0.00,0.32
279,Austria,1969,0.19,0.08,0.00,16.72,0.00,0.00,0.00,0.35
280,Austria,1970,0.20,0.10,0.00,21.29,0.00,0.00,0.00,0.39
281,Austria,1971,0.18,0.12,0.00,16.82,0.00,0.00,0.00,0.43
282,Austria,1972,0.17,0.13,0.00,17.29,0.00,0.00,0.00,0.46
283,Austria,1973,0.17,0.14,0.00,19.21,0.00,0.00,0.00,0.50
284,Austria,1974,0.18,0.15,0.00,22.71,0.00,0.00,0.00,0.45
285,Austria,1975,0.15,0.15,0.00,23.80,0.00,0.00,0.00,0.46
286,Austria,1976,0.16,0.17,0.00,20.57,0.00,0.00,0.00,0.49
287,Austria,1977,0.14,0.17,0.00,24.92,0.00,0.00,0.00,0.47
288,Austria,1978,0.14,0.18,0.00,24.94,0.00,0.00,0.00,0.51
289,Austria,1979,0.15,0.18,0.00,28.10,0.00,0.00,0.00,0.53
290,Austria,1980,0.15,0.17,0.00,29.11,0.00,0.00,0.00,0.52
291,Austria,1981,0.16,0.16,0.00,30.85,0.00,0.00,0.00,0.47
292,Austria,1982,0.15,0.16,0.00,30.90,0.00,0.00,0.00,0.45
293,Austria,1983,0.16,0.16,0.00,30.61,0.00,0.00,0.00,0.43
294,Austria,1984,0.18,0.18,0.00,26.85,0.00,0.00,0.00,0.42
295,Austria,1985,0.18,0.19,0.00,30.78,0.00,0.00,0.00,0.42
296,Austria,1986,0.16,0.19,1.29,30.90,0.00,0.00,0.00,0.44
297,Austria,1987,0.16,0.20,0.91,35.39,0.00,0.00,0.00,0.46
298,Austria,1988,0.15,0.19,1.05,35.30,0.00,0.00,0.00,0.45
299,Austria,1989,0.16,0.20,1.10,35.08,0.00,0.00,0.00,0.45
300,Austria,1990,0.17,0.22,1.14,31.51,0.00,0.00,0.00,0.47
301,Austria,1991,0.18,0.24,1.23,31.44,0.00,0.00,0.00,0.50
302,Austria,1992,0.14,0.23,1.33,34.85,0.00,0.00,0.00,0.49
303,Austria,1993,0.13,0.24,1.36,36.71,0.00,0.00,0.00,0.49
304,Austria,1994,0.13,0.25,1.21,35.71,0.00,0.00,0.00,0.49
305,Austria,1995,0.15,0.27,1.86,37.07,0.00,0.00,0.00,0.49
306,Austria,1996,0.15,0.29,1.59,34.22,0.00,0.00,0.01,0.50
307,Austria,1997,0.15,0.28,1.71,36.11,0.00,0.00,0.02,0.51
308,Austria,1998,0.14,0.29,1.84,37.16,0.00,0.00,0.05,0.53
309,Austria,1999,0.14,0.29,1.60,40.70,0.00,0.00,0.05,0.52
310,Austria,2000,0.15,0.28,1.53,41.84,0.00,0.00,0.07,0.51
311,Austria,2001,0.16,0.30,1.67,40.46,0.00,0.01,0.17,0.56
312,Austria,2002,0.16,0.29,1.52,40.23,0.00,0.01,0.20,0.57
313,Austria,2003,0.17,0.32,1.71,33.21,0.00,0.02,0.37,0.61
314,Austria,2004,0.17,0.33,2.06,36.76,0.00,0.02,0.92,0.60
315,Austria,2005,0.17,0.34,2.44,37.10,0.00,0.02,1.33,0.59
316,Austria,2006,0.17,0.32,3.24,35.66,0.00,0.02,1.75,0.59
317,Austria,2007,0.16,0.30,4.06,37.05,0.00,0.02,2.04,0.56
318,Austria,2008,0.16,0.33,4.30,38.33,0.00,0.03,2.01,0.55
319,Austria,2009,0.12,0.32,4.28,40.90,0.00,0.05,1.95,0.53
320,Austria,2010,0.14,0.35,4.46,38.36,0.00,0.09,2.06,0.55
321,Austria,2011,0.15,0.33,4.52,34.24,0.00,0.17,1.94,0.51
322,Austria,2012,0.13,0.31,4.61,43.80,0.00,0.34,2.46,0.51
323,Austria,2013,0.14,0.30,4.58,42.05,0.00,0.63,3.15,0.53
324,Austria,2014,0.13,0.27,4.34,41.01,0.00,0.79,3.85,0.51
325,Austria,2015,0.14,0.29,4.50,37.06,0.00,0.94,4.84,0.50
326,Austria,2016,0.13,0.30,4.69,39.84,0.00,1.10,5.23,0.52
327,Austria,2017,0.13,0.33,4.92,38.29,0.00,1.27,6.57,0.53
328,Austria,2018,0.12,0.31,4.85,37.64,0.00,1.44,6.03,0.54
329,Austria,2019,0.13,0.32,4.79,40.73,0.00,1.35,7.44,0.55
